屈文建	3	2331
王莹	3	5772
吴松飞	3	1475
苏成	3	6501
龚花萍	3	8888
张婷	3	2653
沈思	3	5007
齐世杰	3	8850
曹玲	3	3482
吴昊	3	1455
刘昊	3	909
程齐凯	3	6113
栾春娟	3	4660
刘鑫	3	1129
尚文茹	3	2287
马文娟	3	8443
步怀恩	3	4792
王雪颖	3	5831
林海清	3	4600
黄裕荣	3	8828
徐庶睿	3	3189
刘鹏	3	1161
张坤	3	2633
刘娟	3	820
苏闫兵	3	6525
马费成	2	8500
景民昌	2	3428
黄永浩	2	8780
臧莉娟	2	6471
唐振贵	2	1750
王轶	2	5799
陈悦	2	8021
李霞	2	4224
郑敏	2	7537
张勤	2	2607
熊勇	2	5151
罗斌圣	2	6200
周进	2	1703
安涛	2	2155
曹嘉君	2	3451
董珏	2	6648
陈一梅	2	7899
陈天天	2	7969
张庆芝	2	2721
刘扬	2	892
李丹恒	2	3673
康旭东	2	2477
徐庆富	2	3188
严炜炜	2	205
曹秀真	2	3486
刘成媛	2	890
卢根娣	2	1233
罗梦丹	2	6209
洪明	2	5038
周鹏	2	1728
李婷婷	2	3806
王义	2	5243
任君庆	2	345
曲悦	2	3441
张芳	2	3008
赵迪	2	7306
王珏	2	5682
李慧	2	3886
孙海生	2	2023
匡登辉	2	1191
齐虹	2	8859
严建新	2	199
田丹	2	5870
秦萍	2	6056
谭登峰	2	7019
李艳	2	4135
孙太安	2	1965
韩笑	2	8343
刘艳华	2	1078
刘晓君	2	926
王萌萌	2	5777
陈颖	2	8205
张立	2	2954
王振	2	5499
刘强	2	865
李天柱	2	3793
陈强	2	8007
梁国强	2	4684
王亚杰	2	5248
王嘉鑫	2	5342
陈鹏	2	8212
朱琳	2	3626
朱东华	2	3551
陈兰杰	2	7927
罗瑞	2	6223
岳增慧	2	2342
胡咏梅	2	6364
左文革	2	2388
陈仕吉	2	7915
蒋德凤	2	6681
许晓阳	2	6901
秦奋	2	6043
陈曦	2	8064
马秀峰	2	8479
咸富莲	2	1732
段宇锋	2	4819
唐璞妮	2	1764
郭倩影	2	7627
陈茫	2	8163
张庆普	2	2719
胡泽文	2	6420
宋呈玉	2	2178
李明星	2	3935
胡成	2	6392
张春红	2	2805
肖珑	2	6313
王少奇	2	5417
江信昱	2	4895
王燕君	2	5659
胡雅萍	2	6463
邵瑞华	2	7459
刘勐	2	772
赵庆峰	2	7182
朱世琴	2	3550
李兴国	2	3734
王春蕾	2	5548
刘万国	2	702
冯俊剑	2	642
黄微	2	8749
岳泉	2	2351
付希善	2	309
商宪丽	2	1786
李冬琼	2	3739
王玥	2	5674
孟凡赛	2	2104
郭文斌	2	7673
孙静	2	2088
刘艳民	2	1079
徐坚	2	3172
汤月	2	4936
顾东晓	2	8364
王晓玉	2	5564
刘波	2	971
尹怀琼	2	2313
李想	2	3885
宋亚峰	2	2168
胡浪	2	6422
张笑予	2	2964
冯东	2	633
王昕天	2	5545
汪雷	2	4987
何伟	2	399
唐婷	2	1743
何晓兰	2	430
吴建华	2	1442
曲靖野	2	3446
郑晓娜	2	7549
强万敏	2	3108
朱建明	2	3588
林文弢	2	4580
何晓薇	2	437
沈利华	2	4997
魏巍	2	8643
杨洁	2	4458
毛歆	2	4881
王筠	2	5731
高伟	2	8533
任薇	2	382
杜建平	2	4265
陆中桂	2	7881
黄占斌	2	8719
熊俊	2	5149
房俊民	2	3338
唐川	2	1746
柴玉婷	2	4649
翁艳秋	2	6242
张玲娟	2	2917
石晶晶	2	6002
薄荣强	2	6759
胡元会	2	6348
邱志凌	2	7430
李利利	2	3747
王现强	2	5676
廖文豪	2	2500
李倩倩	2	3720
孙铮	2	2081
肖明朝	2	6300
刘子辉	2	824
吕鑫	2	1374
程少丽	2	6073
段文昌	2	4825
丁亚东	2	127
薛海平	2	6772
高蕾	2	8613
刘娅	2	817
夏光辉	2	1804
罗碧如	2	6227
赵越	2	7302
谢晨	2	6971
赵纪东	2	7272
李娟	2	3802
吴明智	2	1457
陈慧琪	2	8024
任妮	2	349
曹静	2	3497
杨苹	2	4513
李燕	2	4052
颜祥林	2	8389
王军	2	5299
许琦	2	6915
ronald rousseau	2	70
伍定国	2	390
龙锦春	2	8873
植凤英	2	4748
郭娟娟	2	7648
戴力辉	2	3316
王学霏	2	5380
刘青	2	1149
李映兰	2	3942
肖艳	2	6323
关鹏	2	623
张云中	2	2540
许正东	2	6906
胡叶青	2	6361
吴其国	2	1406
刘毅	2	959
孙婧	2	1968
周辉	2	1701
邓备	2	7370
石丽红	2	5987
郭志刚	2	7663
魏晗	2	8655
李文兰	2	3902
文海燕	2	3366
崔树林	2	2367
张鑫	2	3058
李迎	2	4184
潘飞	2	5127
韩瑞波	2	8337
陈妍	2	7973
黄华敏	2	8718
黄宝强	2	8735
白雪娜	2	5961
王洪奇	2	5629
刘艳	2	1077
张弛	2	2737
王涛	2	5642
盛艳燕	2	5979
梁晓婷	2	4705
刘小香	2	845
刘春梅	2	918
李永先	2	4014
李立新	2	4100
钟泳如	2	7797
刘菊红	2	1100
于志涛	2	254
申小阳	2	5924
郭倩玲	2	7628
范丽	2	6538
毛一波	2	4863
蒋丽琴	2	6669
宋素梅	2	2227
马少怡	2	8427
乔占泽	2	223
何林	2	440
周波	2	1645
敖子强	2	3356
杨春燕	2	4419
范建华	2	6551
梁敏	2	4699
刘翠青	2	1070
赵婧	2	7162
吴大振	2	1422
王俊男	2	5281
刘健	2	745
刘洁	2	974
郭建伟	2	7657
戴怡清	2	3324
黄露	2	8835
赵雅兰	2	7312
鞠英杰	2	8280
蔡迎旗	2	6750
宋乃平	2	2166
杨新国	2	4411
李学斌	2	3812
赵丽	2	7123
陈华更	2	7950
姜鑫	2	1912
王德庄	2	5458
涂阳军	2	5052
高志	2	8561
史锐涵	2	1275
安璐	2	2156
邹纯龙	2	7489
王新明	2	5525
闫守轩	2	7835
陈云香	2	7911
孙玉梅	2	2033
王琪	2	5687
曹永强	2	3472
袁立婷	2	6822
胡臻	2	6447
张阳	2	3064
安新颖	2	2150
陈勇	2	7945
耿海英	2	6264
陈渝	2	8098
任娄涯	2	350
苏菊	2	6522
彭顺苓	2	3151
柴静	2	4653
李强	2	3858
陈维超	2	8147
刘兰	2	751
胡逸宬	2	6458
李一萍	2	3663
徐任菊	2	3158
刘家妤	2	832
陈泽林	2	8085
郭义	2	7618
丁荣楣	2	163
王平	2	5430
马丽君	2	8397
田奕	2	5887
王跃	2	5798
马颖	2	8517
秧茂盛	2	6062
柏亚妹	2	4620
宋玉磊	2	2222
徐玮	2	3235
王迪	2	5803
林豪慧	2	4614
靳嘉林	2	8268
高迪	2	8618
王辉	2	5800
杨谨铖	2	4522
刘茉	2	1093
李同合	2	3768
徐硕	2	3243
安宁	2	2149
韩尚轩	2	8306
许金富	2	6927
娄岩	2	1918
李晓丽	2	3953
苏光耀	2	6492
王宾剑	2	5401
马明国	2	8446
周蕴	2	1695
王佳昕	2	5273
羊晚成	2	6237
王俊文	2	5278
童元元	2	6142
邓进	2	7394
张方	2	2792
李桥兴	2	3995
汪婷婷	2	4961
吴俊锋	2	1401
邓强庭	2	7376
冷怀明	2	692
陈彬	2	8010
杨起虹	2	4525
李冬梅	2	3738
孔庆富	2	1930
王丽丽	2	5229
钟铃	2	7807
胡安琪	2	6373
宫慧娜	2	2262
陈亮	2	7914
葛静	2	6610
王亚	2	5246
车尧	2	7332
宋扬	2	2201
张雯	2	3076
张玉磊	2	2911
贺艳慧	2	7062
蒋茵婕	2	6698
张萍	2	3027
于红玮	2	281
陈卓	2	7952
林榕	2	4595
邹振操	2	7478
张持晨	2	2772
郑晓	2	7548
杜静	2	4294
张凯	2	2597
李晓明	2	3957
李旺	2	3926
王雷	2	5834
任玉兰	2	372
梁繁荣	2	4721
孙莹琳	2	2073
谭龙	2	7029
唐勇	2	1741
黄庆	2	8743
苏从成	2	6490
赵今明	2	7132
郭红	2	7707
刘江峡	2	968
尹爱青	2	2321
王菁姣	2	5774
郑新艳	2	7542
李杨	2	3987
王文辉	2	5515
周志超	2	1620
刘凯	2	766
郭冬梅	2	7630
邱婧玲	2	7428
蒋冬英	2	6675
连兰芬	2	7348
杜文龙	2	4273
柴源	2	4648
赵雪玉	2	7316
王军红	2	5301
李锐	2	4203
陈锐	2	8186
戴小华	2	3319
张娜	2	2650
高敏	2	8565
才华	2	3342
李永莲	2	4019
王欣	2	5610
刘小钰	2	843
本刊讯	2	3546
孙秀菊	2	2046
尹涛	2	2320
邱科	2	7438
刘小艳	2	842
曾芳	2	3535
杨惠	2	4396
宋颖	2	2250
韦莉	2	8284
王琴	2	5690
陈树	2	8073
陈华	2	7949
石凤娟	2	5991
牛中喜	2	5177
朱慧敏	2	3598
辜庆志	2	7339
赵杨	2	7227
张筠	2	2968
曾宪涛	2	3512
张帆	2	2712
秦利	2	6040
杨杰	2	4442
杨连珍	2	4529
郭秀晶	2	7705
刘凤霞	2	765
张琼	2	2926
林静	2	4617
姚海燕	2	1858
罗志宏	2	6197
宋雅	2	2245
徐琳君	2	3239
朱强	2	3590
陶华	2	8215
付利	2	304
左亮亮	2	2384
杨玉	2	4478
陈雨	2	8192
杨海丽	2	4463
张必兰	2	2746
孙冰	2	1954
康敏	2	2475
毛鸿影	2	4891
李海林	2	4035
万校基	2	181
成全	2	3297
陈芬	2	8157
张亚妮	2	2545
胡蓉	2	6451
杨丰文	2	4300
张明妍	2	2796
李越	2	4176
金玉然	2	7766
戢守峰	2	3313
何志辉	2	418
李励	2	3750
刘颖	2	1153
陈吉	2	7957
王盼杰	2	5701
苟铃珠	2	6536
陈挺	2	8031
杨开宇	2	4384
李莹	2	4162
姜桐桐	2	1895
史铁英	2	1274
罗梅兰	2	6207
丁堃	2	135
王志红	2	5470
孟璀	2	2127
吴培群	2	1421
梁启华	2	4682
许玉婵	2	6914
陈永清	2	8079
梁蓓蓓	2	4725
wei fengping	2	83
fang ji	2	14
he yihua	2	25
zhang rong	2	119
杨辰毓妍	2	4528
周莉娟	2	1690
张琦	2	2920
何燕	2	446
王引斌	2	5447
林丹	2	4559
马力	2	8408
马丽静	2	8398
王如东	2	5361
邹颖	2	7492
于美玲	2	282
曹明	2	3464
曾卉玢	2	3505
韩晓伟	2	8321
马江丽	2	8462
朱文静	2	3604
张雅晴	2	3068
许洁	2	6909
洪闯	2	5045
李贺	2	4172
祝琳琳	2	6031
张晓君	2	2814
丁雪梅	2	167
曲大为	2	3437
黄海瑛	2	8786
周伟	2	1576
尹莉	2	2325
辛向阳	2	7337
覃佳慧	2	6846
刘春江	2	919
裘江南	2	6832
刘鸣	2	1158
陈丽凤	2	7904
杨秦	2	4493
石燕青	2	6005
汤敬谦	2	4935
于永胜	2	269
韩红旗	2	8346
李仲	2	3698
黄炜	2	8790
赵志耘	2	7190
朱红艳	2	3638
侯媛媛	2	530
罗玲	2	6220
杨丽惠	2	4309
宋晓林	2	2208
董雪季	2	6663
嵇云	2	2381
王凌峰	2	5305
蔡文伯	2	6734
盛玥	2	5978
鲍芳芳	2	8688
杨锐	2	4536
西桂权	2	6844
李品	2	3775
孙竹梅	2	2049
汪志兵	2	4971
孙轶楠	2	2079
李永忠	2	4016
刘千里	2	773
董尹	2	6625
周斌	2	1627
马瑞敏	2	8475
杨雨华	2	4545
zhao xing	2	120
杨峰	2	4374
毕德强	2	4851
李明鑫	2	3937
郑丽霞	2	7503
陈洲	2	8088
王飞	2	5846
徐路	2	3272
李海燕	2	4038
赵良英	2	7280
唐磊	2	1767
连芷萱	2	7349
夏一雪	2	1801
陈成鑫	2	8026
屈芳	2	2335
王若佳	2	5764
宣小红	2	2257
史保杰	2	1255
袁红梅	2	6823
孙悦	2	1984
刘宇飞	2	831
胡昌平	2	6395
徐红姣	2	3251
李智杰	2	3978
李昊	2	3927
冯琳	2	672
韩爽	2	8334
黄长著	2	8833
聂宏	2	6272
包昌火	2	1176
靳晓宏	2	8272
姜春林	2	1887
魏庆肖	2	8644
张苗苗	2	3014
唐晓波	2	1755
姚伟	2	1839
宋新平	2	2205
王印成	2	5328
张发亮	2	2616
刘君杰	2	785
叶光辉	2	1280
夏立新	2	1824
牛奉高	2	5185
杨晓宁	2	4425
符荣鑫	2	6152
楠·巴尔杰	2	4753
王焕景	2	5656
石薇	2	6012
刘琦岩	2	1023
江传东	2	4894
李珂	2	4069
刘向	2	783
陈巍	2	8000
曹振祥	2	3462
宋歌	2	2216
李师萌	2	3842
葛华忠	2	6594
孙承军	2	1988
於维樱	2	3396
郭琳	2	7699
冯志纲	2	659
兰艳玲	2	619
邢殿福	2	7407
马瑶	2	8477
袁振丽	2	6808
蒋继平	2	6695
梅琴	2	4743
李万春	2	3665
杨宇	2	4362
王沁萍	2	5621
阮爱萍	2	7870
马艳霞	2	8488
李军纪	2	3737
沈建新	2	5005
吕观盛	2	1372
罗丽	2	6178
周琳	2	1666
金淑兰	2	7765
王安	2	5390
师晓莉	2	2411
朱哲	2	3570
刘胜利	2	1072
刘玉晓	2	1015
梁凤莲	2	4679
马雪	2	8511
康双辉	2	2470
沈波	2	5015
刘海燕	2	985
刘磊	2	1040
黄修杰	2	8711
朱彦君	2	3592
龙莉艳	2	8872
陈硕	2	8126
王玉芹	2	5668
王晶静	2	5582
胡德华	2	6382
陈立敏	2	8139
曹煜隆	2	3477
高雄	2	8622
王佳燕	2	5274
谢永慧	2	6975
邢翀	2	7412
董洁	2	6644
张雅琪	2	3069
黄婷	2	8730
裴丽	2	6834
刘竹韵	2	1054
郑慧淑	2	7535
郑娜	2	7521
胡德英	2	6383
徐彤阳	2	3192
任浩然	2	366
张国标	2	2627
张凌云	2	2594
薛冬群	2	6760
柳琪	2	4640
亢东琴	2	296
孙景然	2	2008
邓敏莉	2	7380
魏沛骏	2	8657
方必基	2	3384
刘红梅	2	1058
吴丽娟	2	1387
孙月红	2	2011
熊振芳	2	5161
刘继芬	2	1061
高超	2	8616
高书春	2	8529
王彤	2	5449
刘桂锋	2	954
刘多	2	804
谢亚南	2	6940
冯勇	2	647
熊永兰	2	5165
熊华军	2	5152
孟超	2	2132
武晖	2	4804
曾艳彩	2	3533
马秋明	2	8481
窦春蕊	2	6121
温晓平	2	5062
刘芬	2	1085
舒安琴	2	6474
王宁利	2	5382
谭璇	2	7018
江霞	2	4920
丰枫	2	212
叶霖	2	1307
雷枢	2	8246
王璇	2	5696
闫冰洁	2	7831
牛牧浩	2	5195
王志军	2	5463
范笑仙	2	6567
